payee_name,maker,fiscal_year,spend,checks
INSIGHT PUBLIC SECTOR INC,Microsoft,2020,64962.549999999996,6
SHI INTERNATIONAL CORP,UiPath,2022,64895.79,1
CDW GOVERNMENT LLC,Adobe,2019,64690.87,2
INSIGHT PUBLIC SECTOR INC,Varonis,2023,64663.0,1
SHI INTERNATIONAL CORP,Juniper,2017,64357.02,1
INSIGHT PUBLIC SECTOR INC,Varonis,2022,64217.0,3
PRESIDIO NETWORKED SOLUTIONS GROUP LLC,Palo Alto Networks,2020,63720.4,3
SHI INTERNATIONAL CORP,Riverbed,2016,63432.08,1
INSIGHT PUBLIC SECTOR INC,Riverbed,2022,63207.29,4
CARAHSOFT TECHNOLOGY CORP,Salesforce,2026,61844.0,1
SHI INTERNATIONAL CORP,DocuSign,2021,60800.9,1
SHI INTERNATIONAL CORP,Tableau,2020,60026.12,14
INSIGHT PUBLIC SECTOR INC,Varonis,2021,59607.6,1
CARAHSOFT TECHNOLOGY CORP,Adobe,2020,59310.5,2
SHI INTERNATIONAL CORP,Smartsheet,2026,58659.78,9
CDW GOVERNMENT LLC,BMC,2016,58005.8,1
CDW GOVERNMENT LLC,Tableau,2019,57780.0,3
SHI INTERNATIONAL CORP,Tenable,2017,56400.25,5
DELL MARKETING LP,Autodesk,2023,55472.0,3
SHI INTERNATIONAL CORP,Varonis,2020,55043.88,1
CDW GOVERNMENT LLC,Veeam,2025,54533.2,2
DELL MARKETING LP,Bluebeam,2016,53400.0,1
DELL MARKETING LP,OpenText,2015,52550.04,1
SHI INTERNATIONAL CORP,Panasonic,2020,52443.42,1
SHI INTERNATIONAL CORP,Zoom,2022,52385.17,6
SHI INTERNATIONAL CORP,Kofax/Tungsten,2019,50962.79,14
PRESIDIO NETWORKED SOLUTIONS GROUP LLC,Autodesk,2023,50265.63,1
INSIGHT PUBLIC SECTOR INC,Lenovo,2018,49993.45,2
SHI INTERNATIONAL CORP,Smartsheet,2025,48790.0,9
SHI INTERNATIONAL CORP,Tenable,2018,47450.71,3
SHI INTERNATIONAL CORP,Poly/Polycom,2026,47225.55,1
SHI INTERNATIONAL CORP,Forescout,2022,46724.5,3
CDW GOVERNMENT LLC,Microsoft,2021,46712.65,9
INSIGHT PUBLIC SECTOR INC,Autodesk,2019,46455.16,2
PRESIDIO NETWORKED SOLUTIONS GROUP LLC,Dell/EMC,2017,46332.48,1
CDW GOVERNMENT LLC,Poly/Polycom,2020,45991.5,3
CARAHSOFT TECHNOLOGY CORP,Kofax/Tungsten,2015,45356.51,3
SHI INTERNATIONAL CORP,Samsung,2023,44927.0,28
PRESIDIO NETWORKED SOLUTIONS GROUP LLC,Red Hat,2023,43208.24,1
DELL MARKETING LP,Commvault,2019,43206.31,2
SHI INTERNATIONAL CORP,OpenText,2021,42924.61,1
SHI INTERNATIONAL CORP,Kofax/Tungsten,2018,41771.92,13
PRESIDIO NETWORKED SOLUTIONS GROUP LLC,Red Hat,2024,40934.16,1
CDW GOVERNMENT LLC,Lenovo,2026,40598.87,15
CDW GOVERNMENT LLC,Microsoft,2015,40498.33,7
CDW GOVERNMENT LLC,Samsung,2024,39970.7,1
DELL MARKETING LP,Autodesk,2017,39767.54,1
CDW GOVERNMENT LLC,Slack,2026,38803.6,2
CDW GOVERNMENT LLC,Slack,2025,38679.0,2
CDW GOVERNMENT LLC,Slack,2024,38679.0,4
SHI INTERNATIONAL CORP,Tableau,2019,38117.48,12
CDW GOVERNMENT LLC,Panasonic,2016,37864.15,4
DELL MARKETING LP,Trellix/McAfee,2025,37816.0,3
INSIGHT PUBLIC SECTOR INC,Multiple makers,2022,37310.85,3
CDW GOVERNMENT LLC,Juniper,2016,36715.2,7
PRESIDIO NETWORKED SOLUTIONS GROUP LLC,Unattributed,2015,36202.0,4
INSIGHT PUBLIC SECTOR INC,Trellix/McAfee,2024,34719.729999999996,3
CDW GOVERNMENT LLC,Apple,2025,34426.1,16
SHI INTERNATIONAL CORP,Logitech,2021,33868.0,2
SHI INTERNATIONAL CORP,Varonis,2019,33768.0,1
PRESIDIO NETWORKED SOLUTIONS GROUP LLC,Multiple makers,2026,33619.36,3
SHI INTERNATIONAL CORP,AWS,2023,33294.52,3
SHI INTERNATIONAL CORP,OpenText,2019,32325.0,1
CARAHSOFT TECHNOLOGY CORP,Autodesk,2019,31853.16,3
CARAHSOFT TECHNOLOGY CORP,Zoom,2022,31663.059999999998,4
CDW GOVERNMENT LLC,Apple,2015,31620.85,11
CDW GOVERNMENT LLC,Fortinet,2019,31460.24,3
SHI INTERNATIONAL CORP,Zoom,2021,31427.66,3
SHI INTERNATIONAL CORP,Autodesk,2016,31412.52,1
SHI INTERNATIONAL CORP,Elastic,2026,30947.52,1
INSIGHT PUBLIC SECTOR INC,SolarWinds,2024,30928.13,6
WORLD WIDE TECHNOLOGY LLC,Unattributed,2022,30852.62,9
DELL MARKETING LP,Trellix/McAfee,2022,30305.879999999997,3
DELL MARKETING LP,Oracle,2023,30000.0,1
CDW GOVERNMENT LLC,Arista,2021,29667.0,1
DELL MARKETING LP,Trellix/McAfee,2023,29420.36,3
SHI INTERNATIONAL CORP,AWS,2022,29402.65,2
SHI INTERNATIONAL CORP,HP/HPE,2021,28027.03,2
SHI INTERNATIONAL CORP,Adobe,2017,27996.65,3
DELL MARKETING LP,Adobe,2022,27562.059999999998,2
SHI INTERNATIONAL CORP,HP/HPE,2023,27505.77,4
SHI INTERNATIONAL CORP,Oracle,2017,26289.1,1
DELL MARKETING LP,SolarWinds,2023,26013.03,3
SHI INTERNATIONAL CORP,Atlassian,2020,25650.0,1
INSIGHT PUBLIC SECTOR INC,HP/HPE,2015,25442.06,6
CDW GOVERNMENT LLC,Nutanix,2017,24975.9,1
SHI INTERNATIONAL CORP,Apple,2023,24960.64,9
CDW GOVERNMENT LLC,Fortinet,2018,24900.0,1
SHI INTERNATIONAL CORP,SolarWinds,2021,24773.44,1
SHI INTERNATIONAL CORP,SolarWinds,2016,24759.65,8
SHI INTERNATIONAL CORP,Apple,2026,24587.45,9
SHI INTERNATIONAL CORP,Atlassian,2019,24581.0,1
SHI INTERNATIONAL CORP,Kofax/Tungsten,2017,24436.4,11
CDW GOVERNMENT LLC,Oracle,2016,24310.0,1
DELL MARKETING LP,Oracle,2018,24285.45,1
SHI INTERNATIONAL CORP,Microsoft,2022,24279.899999999998,9
CDW GOVERNMENT LLC,Apple,2018,23447.68,5
CARAHSOFT TECHNOLOGY CORP,Kofax/Tungsten,2016,23360.43,3
DELL MARKETING LP,DocuSign,2019,23201.32,1
INSIGHT PUBLIC SECTOR INC,Autodesk,2026,22707.6,3
CARAHSOFT TECHNOLOGY CORP,Tableau,2026,21863.9,3
SHI INTERNATIONAL CORP,SolarWinds,2024,21374.269999999997,3
SHI INTERNATIONAL CORP,Autodesk,2015,20790.3,2
SHI INTERNATIONAL CORP,Adobe,2016,20642.4,5
CDW GOVERNMENT LLC,Citrix,2017,20203.0,1
SHI INTERNATIONAL CORP,Logitech,2023,20000.0,1
CARAHSOFT TECHNOLOGY CORP,Redis,2025,19999.99,1
INSIGHT PUBLIC SECTOR INC,Autodesk,2022,19999.66,1
CARAHSOFT TECHNOLOGY CORP,UiPath,2021,19999.0,1
DELL MARKETING LP,Adobe,2019,19872.03,1
DELL MARKETING LP,Adobe,2020,19809.68,1
DELL MARKETING LP,Adobe,2021,19806.76,1
SHI INTERNATIONAL CORP,Tableau,2016,19729.3,1
CDW GOVERNMENT LLC,Lenovo,2017,19720.0,2
SHI INTERNATIONAL CORP,Bluebeam,2018,19445.41,1
SHI INTERNATIONAL CORP,Tableau,2018,19373.38,4
INSIGHT PUBLIC SECTOR INC,IBM,2025,19334.0,2
DELL MARKETING LP,Adobe,2023,19173.44,1
DELL MARKETING LP,Red Hat,2021,18949.58,1
DELL MARKETING LP,Red Hat,2022,18949.58,1
DELL MARKETING LP,Red Hat,2020,18949.58,1
DELL MARKETING LP,Red Hat,2024,18750.08,1
DELL MARKETING LP,Red Hat,2023,18750.08,1
SHI INTERNATIONAL CORP,SolarWinds,2015,18623.41,7
CARAHSOFT TECHNOLOGY CORP,DocuSign,2021,18556.61,2
SHI INTERNATIONAL CORP,Bluebeam,2015,18511.2,1
DELL MARKETING LP,Adobe,2024,18367.64,1
WORLD WIDE TECHNOLOGY LLC,Fortinet,2026,17934.48,1
INSIGHT PUBLIC SECTOR INC,Lenovo,2019,17597.97,1
SHI INTERNATIONAL CORP,Cisco,2024,17402.46,1
SHI INTERNATIONAL CORP,GitLab,2026,17288.5,1
PRESIDIO NETWORKED SOLUTIONS GROUP LLC,Verint,2026,17256.6,2
DELL MARKETING LP,Accela,2015,16996.1,1
SHI INTERNATIONAL CORP,Veeam,2026,16954.879999999997,2
INSIGHT PUBLIC SECTOR INC,Microsoft,2019,16908.64,1
DELL MARKETING LP,Adobe,2017,16901.29,1
SHI INTERNATIONAL CORP,Varonis,2017,16582.84,1
DELL MARKETING LP,Adobe,2015,16550.94,1
CDW GOVERNMENT LLC,SAP,2017,16496.7,1
SHI INTERNATIONAL CORP,Forescout,2021,16395.81,1
SHI INTERNATIONAL CORP,Forescout,2020,16395.81,2
SHI INTERNATIONAL CORP,Apple,2018,16057.84,1
CDW GOVERNMENT LLC,Apple,2023,16040.67,2
CARAHSOFT TECHNOLOGY CORP,SolarWinds,2024,15934.9,2
SHI INTERNATIONAL CORP,Logitech,2026,15672.0,1
SHI INTERNATIONAL CORP,Kofax/Tungsten,2015,15003.55,3
INSIGHT PUBLIC SECTOR INC,APC/Schneider,2015,14996.13,2
DELL MARKETING LP,Cisco,2026,14990.8,1
DELL MARKETING LP,Broadcom/Symantec/CA,2017,14856.0,1
CARAHSOFT TECHNOLOGY CORP,Qualtrics,2025,14703.57,1
CARAHSOFT TECHNOLOGY CORP,DocuSign,2025,14071.42,8
PRESIDIO NETWORKED SOLUTIONS GROUP LLC,Fortinet,2026,13858.26,3
CDW GOVERNMENT LLC,APC/Schneider,2016,13854.11,3
CDW GOVERNMENT LLC,Adobe,2015,13817.15,8
SHI INTERNATIONAL CORP,Varonis,2018,13663.25,1
CARAHSOFT TECHNOLOGY CORP,SAP,2016,13282.5,1
CDW GOVERNMENT LLC,Axis Communications,2022,13152.5,2
CDW GOVERNMENT LLC,Xerox,2017,13148.42,1
CARAHSOFT TECHNOLOGY CORP,Genesys,2020,13097.38,1
SHI INTERNATIONAL CORP,Cisco,2020,13083.93,2
SHI INTERNATIONAL CORP,IBM,2022,13071.0,1
CARAHSOFT TECHNOLOGY CORP,Tableau,2023,12783.4,1
CDW GOVERNMENT LLC,HP/HPE,2025,12495.0,1
CARAHSOFT TECHNOLOGY CORP,Zoom,2025,12398.58,4
CDW GOVERNMENT LLC,Veeam,2022,12393.0,1
DELL MARKETING LP,SAS Institute,2015,12381.06,3
SHI INTERNATIONAL CORP,UKG/Kronos,2022,12289.5,1
PRESIDIO NETWORKED SOLUTIONS GROUP LLC,Palo Alto Networks,2022,12223.92,1
SHI INTERNATIONAL CORP,Ivanti,2021,11845.5,2
CDW GOVERNMENT LLC,Apple,2017,11843.529999999999,4
SHI INTERNATIONAL CORP,Kofax/Tungsten,2024,11404.27,4
PRESIDIO NETWORKED SOLUTIONS GROUP LLC,Multiple makers,2022,11341.56,3
CDW GOVERNMENT LLC,Apple,2024,11305.0,1
CDW GOVERNMENT LLC,Lenovo,2025,11166.79,7
CARAHSOFT TECHNOLOGY CORP,DocuSign,2024,11117.66,4
CARAHSOFT TECHNOLOGY CORP,Tableau,2022,11116.0,1
CDW GOVERNMENT LLC,Veeam,2021,10745.91,1
SHI INTERNATIONAL CORP,Salesforce,2025,10625.6,1
DELL MARKETING LP,Fortinet,2025,10561.98,1
SHI INTERNATIONAL CORP,Autodesk,2026,10445.0,1
SHI INTERNATIONAL CORP,Microsoft,2019,10311.869999999999,2
CDW GOVERNMENT LLC,Xerox,2019,10160.6,5
CDW GOVERNMENT LLC,Tableau,2017,10092.2,1
SHI INTERNATIONAL CORP,Apple,2025,9900.86,6
SHI INTERNATIONAL CORP,Commvault,2026,9627.94,1
SHI INTERNATIONAL CORP,Red Hat,2015,9554.4,2
PRESIDIO NETWORKED SOLUTIONS GROUP LLC,Fortinet,2025,9530.01,1
SHI INTERNATIONAL CORP,Commvault,2025,9406.45,1
DELL MARKETING LP,Logitech,2025,9315.48,2
DELL MARKETING LP,Adobe,2016,9264.6,1
SHI INTERNATIONAL CORP,Oracle,2019,9043.1,3
SHI INTERNATIONAL CORP,Multiple makers,2022,8796.48,1
PRESIDIO NETWORKED SOLUTIONS LLC,Unattributed,2023,8700.0,1
CARAHSOFT TECHNOLOGY CORP,HP/HPE,2017,8570.0,1
CARAHSOFT TECHNOLOGY CORP,Tableau,2025,8532.630000000001,3
SHI INTERNATIONAL CORP,Bluebeam,2026,8386.1,1
CDW GOVERNMENT LLC,Microsoft,2019,8325.38,2
PRESIDIO NETWORKED SOLUTIONS GROUP LLC,Palo Alto Networks,2025,8323.0,1
SHI INTERNATIONAL CORP,Slack,2023,7929.5,1
INSIGHT PUBLIC SECTOR INC,Apple,2018,7907.79,6
SHI INTERNATIONAL CORP,Datadog,2021,7899.96,1
SHI INTERNATIONAL CORP,Bluebeam,2025,7821.1,1
CDW GOVERNMENT LLC,APC/Schneider,2019,7707.150000000001,3
CARAHSOFT TECHNOLOGY CORP,HP/HPE,2015,7585.0,1
CARAHSOFT TECHNOLOGY CORP,HP/HPE,2016,7585.0,1
DELL MARKETING LP,Kofax/Tungsten,2018,7545.78,2
CARAHSOFT TECHNOLOGY CORP,Atlassian,2022,7540.31,1
CARAHSOFT TECHNOLOGY CORP,Arista,2021,7432.92,1
CARAHSOFT TECHNOLOGY CORP,Slack,2023,7343.0,1
SHI INTERNATIONAL CORP,Autodesk,2025,7073.51,2
SHI INTERNATIONAL CORP,Microsoft,2018,6970.42,1
CDW GOVERNMENT LLC,Lenovo,2015,6900.0,1
SHI INTERNATIONAL CORP,Google,2019,6850.5,3
WORLD WIDE TECHNOLOGY LLC,Lenovo,2026,6756.12,2
SHI INTERNATIONAL CORP,Logitech,2022,6699.03,4
CARAHSOFT TECHNOLOGY CORP,Kofax/Tungsten,2017,6696.54,1
CDW GOVERNMENT LLC,Apple,2021,6683.110000000001,3
SHI INTERNATIONAL CORP,Veeam,2020,6577.2,2
CARAHSOFT TECHNOLOGY CORP,Bentley,2024,6550.0,1
SHI INTERNATIONAL CORP,OpenText,2020,6507.04,1
SHI INTERNATIONAL CORP,Bentley,2020,6296.41,1
CDW GOVERNMENT LLC,Microsoft,2026,6038.76,6
DELL MARKETING LP,Kofax/Tungsten,2016,5820.12,1
SHI INTERNATIONAL CORP,Bluebeam,2024,5372.5,1
SHI INTERNATIONAL CORP,Veeam,2015,5372.4,1
SHI INTERNATIONAL CORP,Qualys,2022,5341.14,1
DELL MARKETING LP,Red Hat,2025,5307.42,1
CDW GOVERNMENT LLC,Multiple makers,2015,5152.06,1
CDW GOVERNMENT LLC,Microsoft,2025,5068.5,3
CDW GOVERNMENT LLC,APC/Schneider,2025,5036.04,1
SHI INTERNATIONAL CORP,Qualys,2016,5032.05,1
SHI INTERNATIONAL CORP,IBM,2018,4905.389999999999,2
CDW GOVERNMENT LLC,APC/Schneider,2015,4830.23,1
CARAHSOFT TECHNOLOGY CORP,DocuSign,2026,4758.69,1
DELL MARKETING LP,Logitech,2024,4678.2,1
CARAHSOFT TECHNOLOGY CORP,DocuSign,2022,4635.0,1
SHI INTERNATIONAL CORP,SolarWinds,2023,4532.5,1
SHI INTERNATIONAL CORP,Apple,2015,4482.68,4
SHI INTERNATIONAL CORP,Bluebeam,2020,4473.0,1
CARAHSOFT TECHNOLOGY CORP,Salesforce,2020,4413.3,2
PRESIDIO NETWORKED SOLUTIONS GROUP LLC,Fortinet,2024,4260.6,2
CDW GOVERNMENT LLC,Apple,2022,4219.29,3
SHI INTERNATIONAL CORP,SolarWinds,2026,4219.2,1
SHI INTERNATIONAL CORP,Veeam,2024,4153.65,1
GOVCONNECTION INC,Autodesk,2018,4064.02,1
CARAHSOFT TECHNOLOGY CORP,ServiceNow,2016,3969.9,1
INSIGHT PUBLIC SECTOR INC,Tenable,2018,3929.65,1
SHI INTERNATIONAL CORP,Veeam,2025,3862.8500000000004,2
DELL MARKETING LP,Multiple makers,2025,3834.79,3
CARAHSOFT TECHNOLOGY CORP,Atlassian,2024,3717.39,1
CARAHSOFT TECHNOLOGY CORP,Atlassian,2023,3717.39,1
PRESIDIO NETWORKED SOLUTIONS GROUP LLC,Ivanti,2026,3690.0,1
DELL MARKETING LP,Multiple makers,2022,3663.5,3
SHI INTERNATIONAL CORP,Microsoft,2020,3641.0000000000005,3
SHI INTERNATIONAL CORP,VMware,2017,3482.2799999999997,4
SHI INTERNATIONAL CORP,Samsung,2017,3417.75,2
SHI INTERNATIONAL CORP,Veeam,2023,3381.25,1
SHI INTERNATIONAL CORP,SAP,2018,3350.44,1
SHI INTERNATIONAL CORP,Canon,2025,3321.2,1
CDW GOVERNMENT LLC,Logitech,2026,3287.4,17
CDW GOVERNMENT LLC,Microsoft,2020,3287.32,2
SHI INTERNATIONAL CORP,Cisco,2016,3185.95,1
SHI INTERNATIONAL CORP,Google,2020,3179.0,1
DELL MARKETING LP,Multiple makers,2023,3116.12,2
PRESIDIO NETWORKED SOLUTIONS GROUP LLC,Ivanti,2025,3075.0,1
PRESIDIO NETWORKED SOLUTIONS GROUP LLC,Ivanti,2024,2946.0,1
SHI INTERNATIONAL CORP,Veeam,2022,2939.35,1
SHI INTERNATIONAL CORP,ViewSonic,2023,2861.25,1
SHI INTERNATIONAL CORP,Veeam,2021,2816.2,1
CDW GOVERNMENT LLC,Zebra,2025,2725.0,1
SHI INTERNATIONAL CORP,MathWorks,2018,2671.15,2
CDW GOVERNMENT LLC,Adobe,2017,2645.1,2
SHI INTERNATIONAL CORP,Veritas,2016,2534.28,1
CDW GOVERNMENT LLC,Broadcom/Symantec/CA,2015,2513.68,1
SHI INTERNATIONAL CORP,SAP,2015,2493.32,1
INSIGHT PUBLIC SECTOR INC,IBM,2018,2493.14,2
SHI INTERNATIONAL CORP,BMC,2015,2476.14,1
CDW GOVERNMENT LLC,SMART (boards),2023,2475.68,2
DELL MARKETING LP,GitHub,2021,2472.0,1
SHI INTERNATIONAL CORP,Google,2015,2415.63,1
SHI INTERNATIONAL CORP,Google,2018,2410.5,1
CDW GOVERNMENT LLC,Logitech,2015,2402.9,2
SHI INTERNATIONAL CORP,Tenable,2016,2376.54,1
SHI INTERNATIONAL CORP,Broadcom/Symantec/CA,2019,2368.0,1
DELL MARKETING LP,Autodesk,2025,2317.93,1
SHI INTERNATIONAL CORP,Tableau,2025,2289.62,1
SHI INTERNATIONAL CORP,Citrix,2016,2262.8,1
PRESIDIO NETWORKED SOLUTIONS LLC,Unattributed,2022,2257.64,1
CDW GOVERNMENT LLC,Xerox,2026,2225.76,1
SHI INTERNATIONAL CORP,ViewSonic,2024,2004.0,1
SHI INTERNATIONAL CORP,Tenable,2015,2002.44,2
CARAHSOFT TECHNOLOGY CORP,Smartsheet,2020,1974.0,3
INSIGHT PUBLIC SECTOR INC,Dell/EMC,2022,1952.08,1
CDW GOVERNMENT LLC,Apple,2020,1779.71,2
CDW GOVERNMENT LLC,Samsung,2026,1670.51,1
SHI INTERNATIONAL CORP,Oracle,2021,1624.62,1
CDW GOVERNMENT LLC,Microsoft,2024,1532.98,1
SHI INTERNATIONAL CORP,Autodesk,2024,1446.54,1
CDW GOVERNMENT LLC,Microsoft,2023,1371.51,1
SHI INTERNATIONAL CORP,Apple,2019,1342.0900000000001,2
CDW GOVERNMENT LLC,APC/Schneider,2022,1316.8,1
CDW GOVERNMENT LLC,Poly/Polycom,2025,1281.8799999999999,2
CDW GOVERNMENT LLC,Adobe,2020,1218.03,1
SHI INTERNATIONAL CORP,SolarWinds,2018,1170.13,1
SHI INTERNATIONAL CORP,Microsoft,2017,1123.87,1
CDW GOVERNMENT LLC,Fortinet,2020,1089.0,1
CARAHSOFT TECHNOLOGY CORP,Adobe,2015,1081.0,1
CDW GOVERNMENT LLC,Autodesk,2019,1073.66,1
SHI INTERNATIONAL CORP,Cisco,2022,1067.86,1
WORLD WIDE TECHNOLOGY LLC,Unattributed,2020,898.5,2
SHI INTERNATIONAL CORP,Cisco,2018,898.5,2
CARAHSOFT TECHNOLOGY CORP,SolarWinds,2025,878.75,2
CDW GOVERNMENT LLC,Motorola,2015,799.3199999999999,2
CDW GOVERNMENT LLC,Samsung,2020,775.98,1
GOVCONNECTION INC,HP/HPE,2018,756.64,1
CDW GOVERNMENT LLC,Logitech,2024,720.9,3
CDW GOVERNMENT LLC,Broadcom/Symantec/CA,2018,698.5,1
CDW GOVERNMENT LLC,APC/Schneider,2023,635.3,1
WORLD WIDE TECHNOLOGY LLC,Unattributed,2021,612.5,1
DELL MARKETING LP,Poly/Polycom,2023,552.66,1
WORLD WIDE TECHNOLOGY LLC,HP/HPE,2022,549.97,1
GOVCONNECTION INC,HP/HPE,2023,521.39,2
CDW GOVERNMENT LLC,Logitech,2025,513.72,2
CDW GOVERNMENT LLC,HP/HPE,2026,469.0,1
SHI INTERNATIONAL CORP,HP/HPE,2022,407.0,1
SHI INTERNATIONAL CORP,Samsung,2024,399.44,2
DELL MARKETING LP,Multiple makers,2021,396.9,1
SHI INTERNATIONAL CORP,Dell/EMC,2015,355.74,1
CDW GOVERNMENT LLC,Poly/Polycom,2016,346.93,1
CDW GOVERNMENT LLC,Bluebeam,2026,330.0,1
CDW GOVERNMENT LLC,APC/Schneider,2020,243.02,2
DELL MARKETING LP,Apple,2022,203.04,1
CDW GOVERNMENT LLC,Xerox,2020,96.76,1
DELL MARKETING LP,VMware,2023,45.98,1
INSIGHT PUBLIC SECTOR INC,Logitech,2024,39.21,1
CDW GOVERNMENT LLC,Ciena,2025,0.0,2
CDW GOVERNMENT LLC,Tableau,2021,0.0,1
